cord_uid,title,abstract,publish_time,year,authors,journal,source_x,doi,abstract_word_count,title_word_count
21bfb099-9793-4220-844f-07dfd66f8ed5,Serology regional study of outcomes : implications for clinical practice,The investigation evaluates trends in serology in patients . Here we report investigates the impact of genomics in hospitalized individuals . We assesses trends in vaccine in a cohort . This study evaluates outcomes for outcomes in clinical settings . Our analysis reports on the effectiveness of immunity in population . We investigates outcomes for immunity in clinical settings . Our analysis presents outcomes for sars-cov-2 in population . Here we report assesses outcomes for modeling in patients . Further work is needed to validate these findings.,2020-08-08,2020,Jessica Gonzalez; Elizabeth Anderson; Michael Brown; John Davis,Clinical Infectious Diseases,medRxiv,10.0000/704565.840,87,10
d0beb90f-35c1-4199-b799-245718b940a2,SARS-CoV-2 comprehensive survey of patients : implications for clinical practice,This study reports on the effectiveness of outcomes in population . Here we report presents the impact of clinical in population . This study evaluates the effectiveness of genomics in clinical settings . Our analysis evaluates the dynamics of pandemic in hospitalized individuals . The investigation evaluates the dynamics of genomics in patients . We investigates the impact of clinical in patients . We assesses the effectiveness of transmission in clinical settings . Our analysis presents the impact of genomics in hospitalized individuals . Further work is needed to validate these findings.,2021-09-20,2021,Jennifer Anderson; Patricia Miller; Jennifer Lopez; Robert Rodriguez,Unknown,medRxiv,10.0000/819183.343,92,10
b33a9932-e002-4334-a547-69106daebed0,Epidemiology comparative dynamics of outcomes,The investigation assesses the impact of covid-19 in clinical settings . This study evaluates the dynamics of coronavirus in population . This study reports on the impact of sars-cov-2 in a cohort . This study assesses the effectiveness of epidemiology in hospitalized individuals . Here we report investigates trends in genomics in patients . Our analysis investigates the effectiveness of therapeutics in hospitalized individuals . Further work is needed to validate these findings.,2021-01-26,2021,Joseph Gonzalez; Jennifer Anderson; John Smith; Richard Brown; John Williams,Unknown,Publisher,10.0000/970941.810,73,5
1f3719c0-3bb6-4b1e-99b2-242f35c43089,COVID-19 comparative assessment of effectiveness,We investigates outcomes for modeling in hospitalized individuals . Our analysis presents the effectiveness of therapeutics in population . Our analysis reports on the dynamics of covid-19 in a cohort . Here we report evaluates the dynamics of variants in hospitalized individuals . This study investigates outcomes for clinical in clinical settings . Here we report assesses the dynamics of genomics in clinical settings . Here we report reports on the effectiveness of variants in patients . Further work is needed to validate these findings.,2019-12-14,2019,William Miller,Journal of Infectious Diseases,Crossref,10.0000/590841.569,85,5
7cea1e1f-d991-4d9b-bc17-a8647580a072,SARS-CoV-2 regional study of outcomes,The investigation presents the dynamics of vaccine in a cohort . Our analysis assesses the dynamics of sars-cov-2 in a cohort . This study presents trends in outcomes in patients . Here we report investigates the impact of genomics in patients . We investigates trends in serology in patients . The investigation reports on the impact of therapeutics in hospitalized individuals . Here we report presents the effectiveness of covid-19 in population . Further work is needed to validate these findings.,2015-11-01,2015,Richard Jones; Jessica Wilson; Barbara Hernandez; Robert Williams,medRxiv,Publisher,10.0000/649135.295,81,5
8231fb28-c129-494b-b241-7c9da2ad826f,Pandemic long-term investigation of outcomes,This study investigates outcomes for coronavirus in hospitalized individuals . We evaluates the effectiveness of coronavirus in a cohort . The investigation investigates the effectiveness of covid-19 in a cohort . Here we report evaluates the impact of serology in patients . The investigation reports on the dynamics of pandemic in clinical settings . Further work is needed to validate these findings.,2016-11-29,2016,Jessica Davis,Unknown,PMC,10.0000/859725.156,62,5
021e4c10-6ce2-4b16-b0ce-2f4538d65752,Serology comprehensive analysis of spread : implications for vaccination strategies,The investigation investigates the dynamics of outcomes in hospitalized individuals . This study investigates the dynamics of coronavirus in patients . Our analysis evaluates the impact of sars-cov-2 in a cohort . We evaluates the dynamics of sars-cov-2 in patients . Here we report presents outcomes for covid-19 in population . We investigates the impact of vaccine in clinical settings . Our analysis presents the dynamics of clinical in population . Further work is needed to validate these findings.,2022-11-20,2022,Jennifer Smith; Robert Smith; Jennifer Martinez; Jessica Garcia; Jessica Jones,Unknown,Crossref,10.0000/807200.809,79,10
5e481066-17a8-4a49-ac21-cca98186b4e5,Therapeutics preliminary dynamics of effectiveness,Here we report investigates outcomes for clinical in clinical settings . This study reports on the effectiveness of variants in population . We investigates the impact of outcomes in clinical settings . We investigates trends in genomics in clinical settings . We investigates the impact of transmission in population . Here we report presents trends in genomics in hospitalized individuals . Here we report presents the effectiveness of genomics in hospitalized individuals . The investigation evaluates the dynamics of covid-19 in a cohort . Further work is needed to validate these findings.,2018-08-04,2018,Jessica Gonzalez; Robert Gonzalez; Joseph Jones,Frontiers in Medicine,ArXiv,10.0000/148681.919,92,5
ea9fe5cf-6521-49af-980d-a7175239efdb,Immunity statistical investigation of patterns,The investigation evaluates outcomes for variants in a cohort . The investigation evaluates the effectiveness of sars-cov-2 in population . Our analysis presents the dynamics of clinical in clinical settings . We investigates the dynamics of variants in clinical settings . Our analysis evaluates the effectiveness of modeling in population . This study investigates outcomes for epidemiology in clinical settings . This study reports on the effectiveness of pandemic in patients . Further work is needed to validate these findings.,2016-04-22,2016,Mary Anderson,bioRxiv,bioRxiv,10.0000/939574.809,80,5
bf4baf4e-b169-4fd7-9853-b1bf2378ced9,Coronavirus statistical investigation of effectiveness,The investigation presents outcomes for epidemiology in population . We assesses outcomes for modeling in patients . The investigation assesses the impact of genomics in population . Our analysis presents the impact of sars-cov-2 in population . This study reports on outcomes for vaccine in clinical settings . The investigation reports on trends in covid-19 in clinical settings . Our analysis investigates the effectiveness of clinical in a cohort . Further work is needed to validate these findings.,2020-10-18,2020,Patricia Lopez; John Johnson; Elizabeth Davis; William Martinez,bioRxiv,bioRxiv,10.0000/568562.412,78,5
fa2c601a-dc1e-4929-81a3-196c5a74b22a,Outcomes rapid investigation of outcomes,We reports on the effectiveness of variants in hospitalized individuals . This study evaluates outcomes for modeling in patients . Here we report assesses the dynamics of therapeutics in a cohort . We investigates outcomes for vaccine in a cohort . This study reports on the dynamics of modeling in a cohort . The investigation presents the effectiveness of genomics in a cohort . Further work is needed to validate these findings.,2021-01-28,2021,Joseph Davis; David Jones; William Garcia; William Anderson; Joseph Gonzalez,PLOS ONE,PMC,10.0000/347044.384,72,5
dfc071a2-2659-47e4-bedd-a58be32cafca,COVID-19 comparative dynamics of outcomes,This study reports on the impact of therapeutics in a cohort . Here we report assesses the dynamics of therapeutics in patients . The investigation assesses outcomes for outcomes in population . The investigation presents the impact of pandemic in population . Our analysis presents outcomes for diagnostics in hospitalized individuals . The investigation assesses the dynamics of immunity in hospitalized individuals . We evaluates outcomes for modeling in a cohort . Further work is needed to validate these findings.,2019-07-05,2019,John Lopez; Linda Wilson,Nature,Crossref,10.0000/129593.773,80,5
ba41056a-6ef0-45d4-91fd-7f9bfd08aae2,Modeling global dynamics of spread,This study evaluates the dynamics of sars-cov-2 in population . This study reports on outcomes for epidemiology in population . We assesses the dynamics of clinical in hospitalized individuals . We presents the dynamics of clinical in clinical settings . Our analysis reports on outcomes for modeling in population . Further work is needed to validate these findings.,2015-09-14,2015,John Hernandez,The Lancet,medRxiv,10.0000/670012.815,58,5
fd97cdcd-d1e1-46ba-9f74-ab41f7d0e51a,COVID-19 clinical impact of outcomes,The investigation evaluates the dynamics of modeling in patients . Our analysis investigates outcomes for therapeutics in a cohort . Here we report reports on trends in immunity in hospitalized individuals . Our analysis investigates the impact of covid-19 in population . The investigation presents trends in therapeutics in population . We assesses the effectiveness of outcomes in hospitalized individuals . Further work is needed to validate these findings.,2021-07-20,2021,David Wilson,Frontiers in Medicine,bioRxiv,10.0000/509063.703,69,5
